time,open,high,low,close,EMA,EMA,MA200,MA50,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Net Change,SMA Net New Highs,52-week High of Net New Highs,156-week High of Net New Highs,New Highs & New Lows,New Highs & New Lows,New Highs,New Lows,Accumulation/Distribution,S6OH · INDEX: close,Index,Index
1502942400,4261.48,4349.99,4261.32,4349.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.088865,NaN,NaN,NaN
1502956800,4333.32,4485.39,4333.32,4427.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.10377632360104,NaN,NaN,NaN
1502971200,4436.06,4485.39,4333.42,4352.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-33.99289521768992,NaN,NaN,NaN
1502985600,4352.33,4354.84,4200.74,4325.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.60807722929104,NaN,NaN,NaN
1503000000,4307.56,4369.69,4258.56,4285.08,4360.5715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-25.951935784027967,NaN,NaN,NaN
1503014400,4285.08,4340.62,4134.61,4292.39,4331.723352777392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.91932221631313,NaN,NaN,NaN
1503028800,4292.39,4340.62,4234.43,4300.25,4319.716699920828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180.44941721631292,NaN,NaN,NaN
1503043200,4285,4371.52,4259.85,4340.31,4321.008619301537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,266.9534142902808,NaN,NaN,NaN
1503057600,4320.52,4340.31,4193.7,4236.89,4306.2669073893885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,194.66205627704926,NaN,NaN,NaN
1503072000,4234.54,4297.75,4015.7,4136.28,4261.056254327633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166.58822325701715,NaN,NaN,NaN
1503086400,4135,4136.48,3938.77,4108.37,4194.649156062707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,244.98682892395362,NaN,NaN,NaN
1503100800,4108.37,4184.69,4084.28,4138.55,4180.216304252077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,253.77270624931978,NaN,NaN,NaN
1503115200,4138.5,4156,3933.21,4033.47,4133.636357620719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,242.5020531709498,NaN,NaN,NaN
1503129600,4033.47,4082.25,3850,3957.6,4090.8075390474633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,236.8305116592167,NaN,NaN,NaN
1503144000,3945.12,4100,3928.89,3972.05,4071.6492112659053,NaN,NaN,NaN,24.19429726334201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213.2851556974379,NaN,NaN,NaN
1503158400,4036.19,4103.92,3953.4,4076.12,4064.830617188229,NaN,NaN,NaN,34.25635578165233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,229.63385564109987,NaN,NaN,NaN
1503172800,4088.71,4149.99,4051.47,4139.98,4079.982384719264,NaN,NaN,NaN,39.558014032621834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,237.08431199513967,NaN,NaN,NaN
1503187200,4120.98,4139.98,4044,4094.62,4085.8582252199403,NaN,NaN,NaN,37.25961647756252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,237.44663069257666,NaN,NaN,NaN
1503201600,4094.62,4156.56,4081.19,4155.87,4098.035998935052,NaN,NaN,NaN,42.14760050269132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265.5268124744522,NaN,NaN,NaN
1503216000,4155.87,4211.08,4032.62,4106.53,4113.224638896421,4191.461,NaN,NaN,39.4793284880011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,259.34250756847877,NaN,NaN,NaN
1503230400,4106.53,4125.43,4063.35,4125,4108.665797099051,4185.131380952381,NaN,NaN,40.98547965167302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,288.05246479334943,NaN,NaN,NaN
1503244800,4125,4185.94,4091.59,4164.6,4121.140570563425,4183.176011337869,NaN,NaN,44.19228108422397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,381.1491088144434,NaN,NaN,NaN
1503259200,4161.59,4171.62,4069.13,4086.29,4125.675650867674,4173.948772162834,NaN,NaN,39.60864722725715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250.29044307622465,NaN,NaN,NaN
1503273600,4069.13,4119.62,4039,4084.76,4114.188254774123,4165.454603385421,NaN,NaN,39.5223959263444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,280.14824211740705,NaN,NaN,NaN
1503288000,4079.26,4104.68,3953.4,4043.63,4087.9053693184346,4153.852260205857,NaN,NaN,37.17859571991792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,323.0801714155301,NaN,NaN,NaN
1503302400,4043.63,4088.12,4000.01,4023.11,4077.027011661539,4141.400616376728,NaN,NaN,36.030569567819946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,285.56127299605447,NaN,NaN,NaN
1503316800,4023.11,4023.11,3911.79,4022,4048.9956521549325,4130.029129102754,NaN,NaN,35.96587322753642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,328.4513290830109,NaN,NaN,NaN
1503331200,4005.99,4042.11,3918.8,4027.05,4031.7232284103998,4120.22159299773,NaN,NaN,36.524303743759255,37.63595419245737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.9419073548461,NaN,NaN,NaN
1503345600,4027.05,4070.49,3950,4016,4031.1374456613844,4110.295726997946,NaN,NaN,35.78884068250106,38.46413586525445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.6112767587802,NaN,NaN,NaN
1503360000,4016,4016,3688.97,3862.39,3956.631421455244,4086.6856577600465,NaN,NaN,27.499124216596684,37.981476467750475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,363.55839691368953,NaN,NaN,NaN
1503374400,3863,3868.57,3400,3798.08,3870.441184565427,4059.1994046400423,NaN,NaN,24.898872285682415,36.93439491439766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.46749781475006,NaN,NaN,NaN
1503388800,3798.08,3920.31,3750.08,3866.48,3865.0689666021417,4040.845175626705,NaN,NaN,32.23800931222968,36.57570868830245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,561.9673711421309,NaN,NaN,NaN
1503403200,3866.48,3990.12,3786.81,3858.23,3872.2555438143454,4023.4532541384474,NaN,NaN,31.83392567369002,35.839017629088076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,508.6212311693309,NaN,NaN,NaN
1503417600,3858.23,4104.82,3853.47,3984.24,3905.5831531379895,4019.718658506214,NaN,NaN,43.4858130900746,36.125195100664754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,515.088978630839,NaN,NaN,NaN
1503432000,3984.5,4061.54,3944.03,4040,3933.7547979499072,4021.6502148389554,NaN,NaN,47.742566652342134,36.60784417214112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,593.7264056313492,NaN,NaN,NaN
