time,open,high,low,close,EMA,EMA,MA200,MA50,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Net Change,SMA Net New Highs,52-week High of Net New Highs,156-week High of Net New Highs,New Highs & New Lows,New Highs & New Lows,New Highs,New Lows,Accumulation/Distribution,S6OH · INDEX: close,Index,Index
1504972800,4276,4300,4159.64,4258.81,4278.254761650653,4417.371634788839,4434.280199999999,NaN,43.66396965662725,50.45741656199767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1254.6443935959996,NaN,NaN,NaN
1505001600,4258.81,4279.7,3801,3988.95,4160.220611460211,4376.56957433276,4429.6192,NaN,36.14762403441088,50.10505330322645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1188.8043320727072,NaN,NaN,NaN
1505030400,3988.89,4135.48,3900.05,4094.93,4110.342844883182,4349.746757729639,4425.1975999999995,NaN,40.48084061998275,49.47681456870715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1310.8570677036805,NaN,NaN,NaN
1505059200,4086.92,4283,4072.45,4130.37,4164.699129828546,4328.85373318396,4421.224999999999,NaN,41.900742704358294,48.72593252180808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1235.4712584269766,NaN,NaN,NaN
1505088000,4153.62,4334.43,4098.91,4178.73,4184.224745916704,4314.5562347854875,4416.912399999999,NaN,43.86856122861782,47.77580183271117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1098.3897002637618,NaN,NaN,NaN
1505116800,4186.88,4313.18,4115.39,4251.29,4201.671190364414,4308.5308790916315,4416.3246,NaN,46.781127388619744,47.033003620829774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1157.3845511644136,NaN,NaN,NaN
1505145600,4246.43,4280,4158.84,4208.47,4199.222439937799,4299.001271559096,4414.099999999999,NaN,45.28770049766994,46.487044612184526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1136.2642540663617,NaN,NaN,NaN
1505174400,4208.6,4394.59,4201.9,4361,4259.731033679162,4304.905912362991,4415.82,NaN,51.25694440283584,45.85739935936174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.018726451384,NaN,NaN,NaN
1505203200,4361.04,4373.67,4228.5,4258.72,4278.679199363228,4300.507254042706,4414.2456,NaN,47.513499003342304,45.13456334210246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1127.0832394122585,NaN,NaN,NaN
1505232000,4249.49,4280,4040.8,4163.72,4220.955698625884,4287.479896514829,4411.2432,NaN,44.27881161031239,44.3769806616256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1136.6580789671086,NaN,NaN,NaN
1505260800,4159.72,4165.38,3796.8,3933.76,4088.326425612421,4253.792287322941,4403.4184,NaN,37.60499569592536,43.77205629044227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1039.1067414279585,NaN,NaN,NaN
1505289600,3914.01,3976.19,3760,3795,3960.3142987128845,4210.097783768375,4393.1182,NaN,34.250397159238574,43.060497537892054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,806.165177974561,NaN,NaN,NaN
1505318400,3775.47,3991.01,3765.13,3944.69,3934.035430723765,4184.82085198091,4386.773999999999,NaN,40.424526114078056,42.69053089480523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,917.735540039551,NaN,NaN,NaN
1505347200,3944,3993,3800,3869.99,3889.6339590308576,4154.836961316062,4378.701999999999,NaN,38.48248607326725,42.281587584949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,856.236969262452,NaN,NaN,NaN
1505376000,3846.58,3889.98,3395,3518,3724.0009032592334,4094.185822143104,4361.328199999999,NaN,30.93981230691155,41.372719202826445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,405.03928795019704,NaN,NaN,NaN
1505404800,3522,3533.97,3165.13,3189.02,3508.7808894865148,4007.97955336757,4338.528199999999,NaN,25.84172216286123,40.636583354858615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68.63244575943338,NaN,NaN,NaN
1505433600,3188.01,3460,3031,3148,3378.8823104050107,3926.076738761135,4310.088199999999,NaN,25.282328239723114,39.55097532769721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-321.6496157594334,NaN,NaN,NaN
1505462400,3148,3856,2817,3830,3362.2893177280494,3916.9265731648366,4294.9385999999995,NaN,46.152819138875266,39.854695073019855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,673.4375763050516,NaN,NaN,NaN
1505491200,3839.94,3839.98,3483,3700,3538.158426561946,3896.26689953009,4277.938199999999,NaN,43.64995762012038,39.83908052955576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,752.1265342020206,NaN,NaN,NaN
1505520000,3674.01,3950,3658.04,3847.9,3687.3386433151863,3891.660528146272,4263.960799999999,NaN,47.16074688972494,39.86619620820613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,880.9322249659612,NaN,NaN,NaN
1505548800,3847.92,3850,3470.66,3567.11,3660.950601148122,3860.7509540371034,4244.200199999999,NaN,41.83208491051604,39.61936652340942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,576.8363204440027,NaN,NaN,NaN
1505577600,3567.03,3715,3531.05,3714.95,3670.037534790294,3846.8651488907126,4226.655999999999,NaN,45.33433483610682,39.19632298292878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,827.0248774649318,NaN,NaN,NaN
1505606400,3685.23,3709.94,3550,3559,3622.69313515555,3819.4494204249304,4204.8596,NaN,42.432076726864935,38.833364248894675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,639.0160584441741,NaN,NaN,NaN
1505635200,3559,3660,3499.02,3637.33,3603.1350500647327,3802.1047137177943,4183.108399999999,NaN,44.358857290672375,38.839081797491815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,852.1502201392913,NaN,NaN,NaN
1505664000,3649.49,3748.21,3638.05,3699.99,3660.703356757424,3792.3795028875284,4162.958199999999,NaN,45.91822863478773,39.4328841502677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.7739976603506,NaN,NaN,NaN
1505692800,3690,4000,3690,3950.32,3764.573748221515,3807.421454993478,4145.887999999999,NaN,51.737522786511576,40.68196455221577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1116.654414048222,NaN,NaN,NaN
