buy4h,sell4h,buy8h,sell8h,buy1d,sell1d,sl_up_pct,sl_up_amount,sl_down_pct,sl_down_amount,tp_pct,tp_after_pct,tp_sell_pct,tp_ema_pct,tp_ema_amount,ema_len,strat_1400d(%),b_exec_4h_1400d,b_exec_8h_1400d,b_exec_1d_1400d,s_exec_4h_1400d,s_exec_8h_1400d,s_exec_1d_1400d,b_sig_4h_1400d,b_sig_8h_1400d,b_sig_1d_1400d,s_sig_4h_1400d,s_sig_8h_1400d,s_sig_1d_1400d,b_ign_4h_1400d,b_ign_8h_1400d,b_ign_1d_1400d,s_ign_4h_1400d,s_ign_8h_1400d,s_ign_1d_1400d,sl_1400d,tp_1400d,tp_after_1400d,ema_1400d,tbrs_1400d,strat_400d(%),b_exec_4h_400d,b_exec_8h_400d,b_exec_1d_400d,s_exec_4h_400d,s_exec_8h_400d,s_exec_1d_400d,b_sig_4h_400d,b_sig_8h_400d,b_sig_1d_400d,s_sig_4h_400d,s_sig_8h_400d,s_sig_1d_400d,b_ign_4h_400d,b_ign_8h_400d,b_ign_1d_400d,s_ign_4h_400d,s_ign_8h_400d,s_ign_1d_400d,sl_400d,tp_400d,tp_after_400d,ema_400d,tbrs_400d
10.0,0.0,0.0,0.0,25.0,0.0,2.0,100.0,3.0,100.0,100.0,,,100.0,30.0,20,600.991544,115,0,17,0,0,0,357,0,87,0,0,0,242,0,70,0,0,0,41,2,0,0,0,71.143051,11,0,4,0,0,0,130,0,31,0,0,0,119,0,27,0,0,0,1,0,0,0,0
