time,open,high,low,close,4H BUY,8H BUY,1D BUY,SL HIT (UP),SL HIT (DOWN),TP HIT,EMA TP HIT,EMA,EMA,MA200,MA50,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Net Change,SMA Net New Highs,52-week High of Net New Highs,156-week High of Net New Highs,New Highs & New Lows,New Highs & New Lows,New Highs,New Lows,Accumulation/Distribution,S6OH · INDEX: close,Index,Index
1271424600,44.21001,44.34,43.41,43.66,0,0,0,0,0,0,0,43.93893258590724,43.17434141320275,41.390281000000016,37.940741499999994,62.08671524551803,70.38072362891921,NaN,NaN,NaN,NaN,194,160.06,353,353,NaN,NaN,NaN,NaN,84549442.7440222,87.17,NaN,NaN
1271683800,43.44,43.78999,43.14999,43.67,0,0,0,0,0,0,0,43.72908831274869,43.22154699289772,41.50588100000002,38.00404155,62.197121683603086,70.02037302722495,NaN,NaN,NaN,NaN,110,162,353,353,NaN,NaN,NaN,NaN,85183756.9581472,87.33,NaN,NaN
1271770200,43.99001,44.27,43.89,44.25999,0,0,0,0,0,0,0,43.9507667113525,43.320446326907465,41.63128060000002,38.075256499999995,68.09953174525286,70.06057999218591,NaN,NaN,NaN,NaN,198,166.14,353,353,NaN,NaN,NaN,NaN,85733063.70256825,89.5,NaN,NaN
1271856600,44.33,44.418,44.07001,44.35001,1,0,0,0,0,0,0,44.10091063222192,43.418500010059134,41.764280800000016,38.147356599999995,68.89748788217766,70.36625665081306,NaN,NaN,NaN,NaN,269,170.84,353,353,NaN,NaN,NaN,NaN,86198975.76731148,89.5,NaN,NaN
1271943000,44.03,44.77,43.75,44.71001,0,0,0,0,0,0,0,44.287767016006896,43.54150096148207,41.89288100000002,38.224756649999996,71.92225763479044,70.62459432849823,NaN,NaN,NaN,NaN,287,175.58,353,353,NaN,NaN,NaN,NaN,86987113.57521343,91.67,NaN,NaN
1272029400,44.75,45.12,44.58,45.08,1,0,0,0,0,0,0,44.602987174634926,43.68802467943616,42.030681000000016,38.304556649999995,74.65081462809498,70.73316555121549,NaN,NaN,NaN,NaN,343,181.96,353,353,NaN,NaN,NaN,NaN,87584715.76039863,92,NaN,NaN
1272288600,45.16,45.28999,44.87,44.92,0,0,0,0,0,0,0,44.8488803694441,43.805355662347004,42.156801000000016,38.382406599999996,71.4186237397224,70.56158756815749,NaN,NaN,NaN,NaN,383,188.32,383,383,NaN,NaN,NaN,NaN,86935420.78208964,90.67,NaN,NaN
1272375000,44.67999,44.86501,43.62,43.71001,0,0,0,0,1,0,0,44.485246738482225,43.79627512307586,42.25940120000001,38.45470665,52.800149623406,69.46399354933337,NaN,NaN,NaN,NaN,161,190.2,383,383,NaN,NaN,NaN,NaN,86061968.33669563,87,NaN,NaN
1272461400,43.98,44.12801,43.60001,43.95,0,0,0,0,0,0,0,44.21657236519567,43.81091558754483,42.352801200000016,38.52480669999999,55.28978319835189,68.50330242994941,NaN,NaN,NaN,NaN,102,190.24,383,383,NaN,NaN,NaN,NaN,86309320.20029412,87.83,NaN,NaN
1272547800,44.28,44.64999,44.21001,44.56,0,0,0,0,0,0,0,44.3747105881547,43.88225696015961,42.453401200000016,38.596356699999994,60.93072404711176,67.73632787019606,NaN,NaN,NaN,NaN,211,192.16,383,383,NaN,NaN,NaN,NaN,86727805.6769067,89.33,NaN,NaN
1272634200,44.56,44.6176,43.69,43.7,0,0,0,0,0,0,0,44.19941123604958,43.86489915443012,42.53140120000001,38.658806649999995,51.13538260034408,66.22597632974788,NaN,NaN,NaN,NaN,173,193.44,383,383,NaN,NaN,NaN,NaN,86163631.88906713,83,NaN,NaN
1272893400,43.82001,44.439,43.82001,44.34,0,0,0,0,0,0,0,44.232727844168636,43.910146854008204,42.618601200000015,38.72270664999999,56.71252462265568,65.06898368401376,NaN,NaN,NaN,NaN,109,192.66,383,383,NaN,NaN,NaN,NaN,86464770.42490777,86.33,NaN,NaN
1272979800,43.83,43.84,42.95,43.14,0,0,0,0,0,0,0,43.69374731458066,43.83679953457885,42.682401200000015,38.780956599999996,46.09035544443469,62.831699968431785,NaN,NaN,NaN,NaN,35,190.62,383,383,NaN,NaN,NaN,NaN,85512477.22266057,81.33,NaN,NaN
1273066200,42.89,43.35001,42.47301,42.82001,0,0,0,0,0,0,0,43.319703130358654,43.739962436047534,42.75120140000001,38.83505664999999,43.73784552462376,60.42637983000618,NaN,NaN,NaN,NaN,20,189.22,383,383,NaN,NaN,NaN,NaN,85064419.35492969,76.17,NaN,NaN
1273152600,42.74001,43,40.6,41.25,0,0,0,0,0,0,0,42.55113469962243,43.50282315642396,42.780601400000016,38.881406649999995,34.447534640883546,58.45215264396086,NaN,NaN,NaN,NaN,-29,186.38,383,383,NaN,NaN,NaN,NaN,82991202.14659634,62.33,NaN,NaN
1273239000,41.19,41.73,40,40.59,0,0,0,0,0,0,0,41.628841621104264,43.22541142724072,42.795401200000015,38.923956649999994,31.42561541084781,56.25418791019263,NaN,NaN,NaN,NaN,-23,183.88,383,383,NaN,NaN,NaN,NaN,81907377.23330157,46.33,NaN,NaN
