time,open,high,low,close,EMA,Volume,Index,Index
1590278400,9179.01,9298,8642.72,8841.18,8507.939333776787,191513.547537,43,43
1590537600,8841,9625.47,8811.73,9427.07,8595.475587702807,200395.506137,39,39
1590796800,9426.6,10380,9331.23,10200.77,8748.36076982635,180648.185903,48,48
1591056000,10202.71,10228.99,9266,9789.06,8847.47498222384,212679.519059,56,56
1591315200,9788.14,9854.75,9372.46,9746.99,8933.143079154903,138493.849328,53,53
1591574400,9746.99,9992.72,9570,9885,9023.796119235389,133819.428396,53,53
1591833600,9885.22,9964,9113,9473.34,9066.609822165352,172297.836513,52,52
1592092800,9473.34,9589,8910.45,9525.59,9110.322220054366,168215.821024,40,40
1592352000,9526.97,9565,9215.79,9310.23,9129.361056239664,130759.34859,38,38
1592611200,9310.23,9780,9170.95,9685.69,9182.34476516922,112541.459961,38,38
1592870400,9685.69,9720,9009.69,9249.49,9188.739549438818,158434.124347,41,41
1593129600,9249.49,9298,8833,9116.35,9181.845306635121,127271.404811,40,40
1593388800,9116.16,9292,9024.67,9232,9186.621944098442,112071.984761,41,41
1593648000,9231.99,9261.96,8940,9135.46,9181.749377993829,101110.556737,42,42
1593907200,9135,9379.42,8893.03,9257.39,9188.95324675632,123124.122582,38,38
1594166400,9257.4,9470,9125,9288.34,9198.418651827147,142480.462432,44,44
1594425600,9288.34,9345,9157.5,9242.62,9202.628304034086,96174.137401,44,44
1594684800,9242.61,9279.54,9047.25,9133.72,9196.065608411793,128201.703365,43,43
1594944000,9133.72,9232.27,9089.81,9208.99,9197.296502848765,76660.919615,41,41
1595203200,9208.99,9544,9131,9518.16,9227.854931148882,144687.350675,44,44
1595462400,9518.16,9732.9,9440.33,9700.42,9272.861128182321,136466.915121,55,55
1595721600,9700.42,11394.86,9650,10906.27,9428.423877879242,312735.93665,55,55
1595980800,10906.27,11444,10812,11335.46,9610.046365700267,207696.581663,71,71
1596240000,11335.46,12123.46,10518.5,11219.81,9763.357188014528,239572.404205,75,75
1596499200,11219.68,11900,11000,11762.46,9953.747932013144,197128.455581,72,72
1596758400,11762.47,11909.94,11322,11681.68,10118.312890869036,149107.154404,77,77
1597017600,11681.69,12067.35,11125,11564.33,10256.028806024366,240610.236165,78,78
1597276800,11564.34,11980,11270.36,11852.4,10408.064157831568,186189.249249,75,75
1597536000,11852.4,12468,11686,11945.01,10554.439952323799,202026.283973,82,82
1597795200,11945.1,12020.08,11485.81,11531.34,10647.478052102484,184473.730099,80,80
1598054400,11531.23,11824.9,11376.81,11748.2,10752.30871380701,127791.098203,78,78
1598313600,11748.19,11767.85,11117.64,11330.38,10807.363122015866,186835.190886,75,75
1598572800,11330.38,11719,11276.89,11711.16,10893.439015157212,122105.586619,74,74
1598832000,11711.17,12050.85,11160.1,11388.54,10940.591489904144,220723.657014,75,75
1599091200,11388.54,11462.6,9825,10166.69,10866.886586103748,304685.310696,79,79
1599350400,10166.69,10438,9850,10126.65,10796.387863617678,192480.897909,41,41
1599609600,10126.66,10483.35,9981.01,10387.89,10757.483305177899,151431.121993,38,38
1599868800,10387.89,10750,10200,10671.77,10749.320133256195,146276.054322,41,41
1600128000,10671.77,11093,10606.48,10939.99,10767.479168184176,182415.579755,47,47
1600387200,10940,11179.79,10723,10920.28,10782.031628357112,124864.687698,49,49
1600646400,10920.28,10988.86,10136.82,10241.46,10730.548616132624,166551.234734,48,48
1600905600,10241.46,10820.94,10190.93,10728.6,10730.363033643804,134198.573094,39,39
1601164800,10728.59,10950,10594.82,10840.48,10740.850363772965,122519.633386,47,47
1601424000,10840.58,10920,10374,10570.4,10724.616995794588,150592.75392,49,49
1601683200,10570.4,10798,10496.46,10792.21,10731.054424766531,79535.984589,40,40
1601942400,10792.2,10950,10525,10925.57,10749.57971764591,133446.422322,47,47
1602201600,10925.44,11491,10829,11369.02,10808.57403025106,120931.961519,48,48
1602460800,11369.02,11720.01,11172,11417.89,10866.604122608102,136445.673434,52,52
1602720000,11417.89,11617.34,11200,11360.2,10913.613253788282,119927.382422,56,56
1602979200,11360.31,12038.38,11346.22,11909.99,11008.506277237017,132833.326546,55,55
1603238400,11910,13217.68,11886.95,12923.07,11190.84567940492,235010.280752,61,61
1603497600,12923.06,13350,12765,13052.19,11368.116567080642,135385.46156,73,73
1603756800,13052.15,13859.48,12888,13455.7,11566.934036882485,250109.717354,61,61
1604016000,13455.69,14100,13115,13761.5,11775.940319084153,174282.665922,74,74
1604275200,13761.49,14259,13195.05,14144.01,12001.470764885662,231699.040957,71,71
1604534400,14144.01,15960,14093.56,14818.3,12269.740215848931,367790.926921,72,72
1604793600,14818.3,15840,14703.88,15297.21,12558.070671482366,236205.432314,82,82
1605052800,15297.21,16480,15272.68,16320.7,12916.41632181738,256357.984064,86,86
1605312000,16320.04,16880,15670,16713.57,13278.05000545382,184013.864616,90,90
1605571200,16713.08,18476.93,16538,17802.82,13708.980481124885,357250.752244,86,86
1605830400,17802.81,18965.9,17610.86,18414.43,14157.118530541562,245646.214661,86,86
1606089600,18413.88,19484.21,18000,18719.11,14591.593908585222,289809.592221,90,90
1606348800,18718.83,18915.03,16188,17719.85,14889.523060148535,331212.97145,93,93
1606608000,17719.84,19888,17517,18764.96,15258.612292515341,298491.245843,89,89
1606867200,18764.96,19598,18330,18650.52,15581.651121799594,213884.072957,92,92
1607126400,18650.51,19420.91,18500,19166.9,15923.103395913919,121338.136727,93,93
1607385600,19166.9,19294.84,17650,18254.63,16145.153548684022,194103.176509,95,95
1607644800,18254.81,19411,17572.33,19174.99,16433.709401190306,178691.524435,89,89
1607904000,19174.99,21560,19000,21335.52,16900.548505838848,223397.902875,95,95
1608163200,21335.52,24171.47,21230,23821.61,17559.69721956848,350573.67574,92,92
1608422400,23821.6,24295,21815,23810.79,18155.039389133388,250898.46027,92,92
1608681600,23810.79,24789.86,22600,24712.47,18779.556590168304,267581.037554,93,93
1608940800,24712.47,28422,24500,27079.41,19570.018819676083,325983.842096,93,93
1609200000,27079.42,29300,25880,28923.63,20460.838932087885,240276.155584,91,91
1609459200,28923.63,34778.11,28624.57,33000.05,21655.049509984277,305134.365123,94,94
1609718400,33000.05,36939.21,28130,36769.36,23094.507651890537,384089.084038,94,94
1609977600,36769.36,41950,36300,40088.22,24712.95644694858,348401.637611,91,91
1610236800,40088.22,41350,30420,34051.24,25602.31678533443,501289.236442,94,94
1610496000,34049.15,40100,32380,36742.22,26663.259948635914,345729.225275,78,78
1610755200,36737.43,37950,33850,36631.27,27612.59423924202,237204.277642,84,84
1611014400,36622.46,37850,30071,30850.13,27920.930978361826,303983.807345,80,80
1611273600,30851.99,33826.53,28850,32259.9,28334.16612327975,265545.00969,40,40
1611532800,32259.45,34875,29241.72,30366.15,28527.688397253107,269383.395542,74,74
1611792000,30362.19,38531.9,29842.1,34262.88,29073.89712132424,409337.832583,55,55
1612051200,34262.89,35984.33,32171.67,35466.24,29682.69168119812,229517.217146,78,78
1612310400,35472.71,38708.27,35362.38,38290.24,30502.45818775068,239543.12394,78,78
1612569600,38289.32,46794.45,37351,46374.87,32014.11645558395,321710.679669,84,84
1612828800,46374.86,48678.9,43727,47969.51,33533.67774552834,302215.125366,95,95
1613088000,47968.66,49707.43,46125,48577.79,34966.45034119231,223373.608629,92,92
1613347200,48580.47,52618.74,45570.79,52119.71,36600.09411822161,253955.0609,93,93
1613606400,52117.67,57700.46,50710.2,55841.19,38432.57944029575,221366.030288,91,91
1613865600,55841.19,58352.8,44892.56,48891,39428.61949360091,361561.168506,91,91
1614124800,48891,52041.73,44106.78,46276.87,40080.83382754368,284615.083036,76,76
1614384000,46276.88,49790,43000,49587.03,40986.185843968095,234202.314982,56,56
1614643200,49595.76,52640,47047.6,48374.09,41689.795763590184,227906.692674,78,78
1614902400,48374.09,51450.03,46300,50971.75,42573.791405153024,177826.758646,77,77
1615161600,50959.11,57387.69,49274.67,55851.59,43838.343652281306,223393.335683,81,81
1615420800,55851.59,61844,54272.82,61188.39,45490.72901873071,238565.310252,73,73
1615680000,61188.38,61724.79,53271.34,56900.75,46577.3976836135,233359.174403,78,78
1615939200,56900.74,60129.97,54123.69,58030.01,47668.122666126495,189394.680477,71,71
1616198400,58030.01,59880,53650,54083.25,48279.08717411445,155623.038219,75,75
1616457600,54083.25,57200,50427.56,51293.78,48566.20077657974,230727.364986,66,66
1616716800,51293.78,56700.36,51214.6,55777.63,49253.00355976262,152969.637258,54,54
1616976000,55777.65,59800,54800.01,58740.55,50156.579411213796,183955.923186,72,72
1617235200,58739.46,60200,56880,57051.94,50813.28041966962,142183.015553,74,74
1617494400,57051.95,59495.24,56388,57991.15,51496.88704636775,149773.09849,74,74
1617753600,57990.03,58894.9,55473,58142.54,52129.80637528511,156343.437589,72,72
1618012800,58142.55,61500,57900.01,59860,52866.015291924625,167438.176625,70,70
1618272000,59860.01,64854,59805.15,63159.98,53846.3928831699,217114.733079,74,74
1618531200,63158.74,63520.61,50931.3,56150.01,54065.78498953467,275558.527836,78,78
1618790400,56150.01,57526.81,53329.96,53787.63,54039.294038150416,217958.281327,74,74
1619049600,53787.62,55521.48,47500,50047.84,53659.155558326565,286000.326039,65,65
1619308800,50047.84,55460,46930,55011.97,53787.995028962134,198630.481803,31,31
1619568000,55011.97,57963,52330.94,57694.27,54160.02121668003,176195.388515,59,59
1619827200,57697.25,58981.44,56035.25,57169.39,54446.627767472404,137063.161985,68,68
1620086400,57169.39,58360,52900,56393.68,54632.06131342741,232770.22125,68,68
1620345600,56393.68,59500,55241.63,58240.84,54975.75452167242,214058.773767,64,64
1620604800,58240.83,59500,48600,49631.32,54466.76075770362,253758.679636,72,72
1620864000,49537.15,51483,46000,46762.99,53733.06830458899,316851.655786,31,31
1621123200,46762.99,49795.89,42001,42849.78,52696.56465653289,397906.846295,20,20
1621382400,42849.78,43584.9,30000,37252.01,51225.654689244046,759465.728342,23,23
1621641600,37263.35,39920,31111.01,38796.29,50041.905671220804,505309.184253,12,12
1621900800,38810.99,40841,36419.62,38529.98,48945.531797771204,303324.160594,22,22
1622160000,38529.99,38877.83,33379,35641.27,47678.45924560252,321576.109376,21,21
1622419200,35641.26,38225,34153.84,37568.68,46715.62312697371,242982.771554,18,18
1622678400,37568.68,39476,34800,35513.2,45648.725686309546,237666.526746,24,24
1622937600,35516.07,36900,31000,33380.81,44480.35276380387,248476.348247,17,17
1623196800,33380.8,38491,32396.82,37331.98,43799.55535772732,324600.88776,14,14
1623456000,37331.98,41064.05,34600.36,40516.29,43486.863418896144,283160.967494,28,28
1623715200,40516.28,41330,37365,38092.97,42973.159283763176,247992.906894,38,38
1623974400,38092.97,38202.84,33336,35600.16,42270.96887578573,253818.663246,25,25
1624233600,35600.17,35750,28805,33678.07,41452.59755428233,499953.153484,23,23
1624492800,33675.07,35500,30151,32283.65,40579.364453874485,310507.309903,22,22
1624752000,32283.65,36600,31973.45,35911.73,40134.827839219775,269624.30825,22,22
1625011200,35911.72,36100,32699,33786.55,39530.22994977027,205032.645124,28,28
1625270400,33786.54,35967.85,33125.55,33690.14,38974.030906935004,150871.928675,24,24
1625529600,33690.15,35118.88,32077,32875.71,38393.23843960786,182154.598344,20,20
1625788800,32875.71,34666,32261.07,34258.99,37999.50049297854,113487.762815,20,20
1626048000,34259,34678.43,31550,32820.02,37506.216636504396,136085.588254,25,25
1626307200,32820.03,33185.25,31020,31520.07,36936.107433027784,134151.682639,20,20
1626566400,31520.07,32435,29278,29790.35,36255.55910607276,144298.233702,19,19
1626825600,29790.34,33650,29482.61,33634.09,36005.89538168488,179057.221187,10,10
1627084800,33634.1,40550,33401.14,37237.6,36123.20058342918,248282.991175,22,22
1627344000,37241.33,40900,36383,40016.48,36493.98909929307,243740.234739,32,32
1627603200,40018.49,42599,38313.23,39845.44,36813.17489936039,172405.762143,53,53
1627862400,39850.27,40480.01,37508.56,39723.18,37090.31824227845,160284.140237,48,48
1628121600,39723.17,44700,37332.7,44572.54,37802.910790632886,233494.437776,50,50
1628380800,44572.54,46700,42779,45584.99,38544.06119152499,197731.620964,74,74
1628640000,45585,47886,43770,47800,39425.57917328452,156240.381189,70,70
1628899200,47799.99,48144,45500,45901.29,40042.31353773361,140705.64437,76,76
1629158400,45901.3,47160,43927.7,46760.62,40682.15224842564,164550.511534,72,72
1629417600,46760.62,49757.04,46622.99,49239.22,41497.111081908915,140603.376607,70,70
1629676800,49239.22,50500,47126.28,48973.32,42209.13097886997,148132.967044,79,79
1629936000,48973.32,49352.84,46250,48895.35,42845.91374278712,118120.446525,75,75
1630195200,48895.35,49632.27,46700,47100.89,43251.149576807395,121586.161673,72,72
1630454400,47100.89,51000,46512,49999.14,43893.81533139716,163341.069975,71,71
1630713600,49998,52780,49370,52663.9,44729.06149031172,124459.162544,72,72
1630972800,52666.2,52920,42843.05,46395.14,44887.73563409155,238769.777939,79,79
1631232000,46395.14,47033,44132.29,46025.24,44996.06938322569,111582.9548,46,46
1631491200,46025.23,48500,43370,48121.41,45293.72087053753,153489.71329,44,44
1631750400,48121.4,48843.2,46699.56,48292.74,45579.341740010146,106093.48709,53,53
1632009600,48292.75,48372.83,39600,40734.38,45117.91681239013,192384.848418,53,53
1632268800,40734.09,45200,40565.39,42810.57,44898.169496924405,191162.058262,21,21
1632528000,42810.58,44350,40750,42147.35,44636.18668769351,123251.41337,28,28
1632787200,42147.35,44141.37,40753.88,43824.1,44558.84509838936,123265.02508,25,25
1633046400,43820.01,49228.08,43283.03,48200.01,44905.62270806657,127578.91224,27,27
1633305600,48200.01,55750,46891,55315,45896.99197396499,178799.706831,54,54
1633564800,55315,56100,53357,54949.72,46759.15654787309,156254.71564,76,76
1633824000,54949.72,57839.04,53879,55996.93,47638.944495694705,195642.287379,71,71
1634083200,55996.91,62933,54167.19,61672.42,48975.465972295206,181374.689723,70,70
1634342400,61672.42,62695.78,58963,62009.84,50216.83492731471,126365.57064,78,78
1634601600,62005.6,67000,61322.22,62193.15,51357.43636280855,173595.68797,75,75
1634860800,62193.15,63732.39,59510.63,60852.22,52261.701471112494,110963.24498,75,75
1635120000,60852.22,63710.63,58000,58413.44,52847.58133100654,139195.82905,72,72
1635379200,58413.44,62980,57820,61859.19,53705.82977567259,136508.38281,66,66
1635638400,61859.19,64270,59405,63219.99,54611.94027322758,130323.58876,74,74
1635897600,63220.57,63500,60382.76,60937.12,55214.338342443996,110871.51112,76,76
1636156800,60940.18,67789,60050,67525.83,56386.86135744933,105548.352064,71,71
1636416000,67525.82,69000,62822.9,64774.26,57185.66122816844,147070.862694,84,84
1636675200,64774.25,65550.51,62278,65519.1,57979.32206358097,92700.15546,74,74
1636934400,65519.11,66401.82,58373,60344.87,58204.612343239925,161573.91224,72,72
1637193600,60344.86,60976,55600,59707.51,58347.74545340755,146674.47667,54,54
1637452800,59707.52,60029.76,55317,57541.27,58270.938267368736,133544.39849,49,49
1637712000,57541.26,59398.9,53500,53726.53,57838.13748000028,147693.43552,42,42
1637971200,53723.72,58865.97,53256.64,57776.25,57832.24343428597,106005.99336,21,21
1638230400,57776.25,59176.99,55777.77,56480.34,57703.49072625874,131691.74826,40,40
1638489600,56484.26,57600,42000.3,49396.33,56912.332561853145,218711.884138,31,31
1638748800,49396.32,51936.33,47100,50471.19,56298.890413105226,135250.60918,16,16
1639008000,50471.19,50797.76,46751,49389.99,55640.89989757139,110815.45414,29,29
1639267200,49389.99,50777,45672.75,48343.28,54945.88847875507,116843.43959,27,27
1639526400,48336.95,49500,45456,46131.2,54106.39433792125,126683.53709,28,28
1639785600,46133.83,48300.01,45500,46914.16,53421.41963907161,90174.26545,24,24
1640044800,46914.17,51375,46630,50838.81,53175.45681630288,99910.6719,27,27
1640304000,50838.82,51810,49412,50775.49,52946.88854808356,73390.21735,41,41
1640563200,50775.48,52088,46096.99,46464.66,52329.53344826608,114131.79136,40,40
1640822400,46464.66,48548.26,45678,46216.93,51747.3807389074,65288.76533,22,22
1640995200,46216.93,47990,45696,46446.1,51242.49685901146,65607.00075,21,21
1641254400,46446.1,47557.54,42430.58,43082.31,50465.33620577227,126155.90522,23,23
1641513600,43082.3,43145.83,40501,41864.62,49646.2203766511,110513.63355,18,18
1641772800,41864.62,44322,39650,43902.66,49099.21462649386,121968.90028,23,23
1642032000,43902.65,44500,41725.95,43084.29,48526.36466206587,89487.8167,21,21
1642291200,43084.29,43475,41250,42352.12,47938.34136091674,77488.52141,21,21
1642550400,42352.12,43505,35440.45,36445.31,46843.766945591335,162876.953119,24,24
1642809600,36445.31,37550,32917.17,36660.35,45873.917712677874,226655.615712,13,13
1643068800,36660.35,38919.98,35507.01,37160.1,45044.03031147046,172083.44153,12,12
1643328000,37160.11,38720.74,36155.01,37881.76,44361.90932942565,89714.43165,24,24
1643587200,37881.75,39265.2,36586.95,36896.36,43650.904631385114,107224.37373,20,20
1643846400,36896.37,41913.69,36250,41382.59,43434.87466649129,129316.21031,20,20
1644105600,41382.6,45492,41116.56,44042.99,43492.79041253974,138346.08097,37,37
1644364800,44043,45821,41938.51,42373.73,43386.2132303931,141760.6269,54,54
1644624000,42373.73,43079.49,41550.56,42535.94,43305.23482749852,78299.06854,44,44
1644883200,42535.94,44751.4,40073.21,40515.7,43039.56484392723,113813.0634,46,46
1645142400,40515.71,40959.88,38000,38386.89,42596.4529540294,95327.26762,30,30
1645401600,38386.89,39494.35,36350,37250.01,42087.267910788505,159692.03549,25,25
1645660800,37250.02,40348.45,34322.28,39116.72,41804.35858595151,206412.12263,23,23
1645920000,39116.73,44949,37000,44421.2,42053.581577765646,181918.1845,26,26
1646179200,44421.2,45400,38550,39148.66,41776.9223798832,170687.946,52,52
1646438400,39148.65,39693.87,37155,37988,41416.07262941814,134034.51058,22,22
1646697600,37988.01,42594.06,37867.65,39422,41226.16095042593,194866.55054,21,21
1646956800,39422.01,40236.26,37578.51,37777.34,40897.70181229013,115841.93895,22,22
1647216000,37777.35,41718,37555,41114,40918.30163969107,181069.33907,23,23
1647475200,41114.01,42400,40135.04,42201.13,41040.4757692443,111664.57164,27,27
1647734400,42201.13,43361,40467.94,42364.13,41166.53807693532,129534.52639,31,31
1647993600,42364.13,45094.14,41751.47,44313.16,41466.21635532243,151638.43061,31,31
1648252800,44313.16,48189.84,44071.97,47122.21,42004.88241672029,123865.78952,51,51
1648512000,47122.21,48096.47,45200,45510.34,42338.735519889786,126364.61974,56,56
1648771200,45510.35,47444.11,44200,46407.35,42726.222613233615,126739.2785,50,50
1649030400,46407.36,47200,43121,43170.47,42768.53188816374,147683.95302,52,52
1649289600,43170.47,43970.62,42107.14,42753.97,42767.14504167196,97663.24406,34,34
1649548800,42753.96,43410.3,39200,40074.94,42510.74456151273,144082.55902,34,34
1649808000,40074.95,41561.31,39551.94,40551.9,42324.18793660675,102173.52481,25,25
1650067200,40551.9,41116.73,38536.51,40801.13,42179.13479978706,90037.43552,28,28
1650326400,40801.13,42976,39751,40480.01,42017.31339028353,135982.48541,27,27
1650585600,40480.01,40795.06,38929.62,39450.13,41772.819734066055,93659.05521,26,26
1650844800,39450.12,40797.31,37702.26,39235.72,41531.19118796453,186770.50856,23,23
1651104000,39235.72,40372.63,37578.2,37630.8,41159.725360539334,142861.51854,24,24
1651363200,37630.8,39167.34,37386.38,37728.95,40832.98485001178,132329.6209,22,22
1651622400,37728.95,40023.77,35258,36013.77,40374.01200715351,219734.85278,21,21
1651881600,36013.77,36146.3,30033.33,30076.31,39393.2784826627,298604.276688,23,23
1652140800,30074.23,32658.99,26700,29029.75,38406.27577002816,577103.005526,10,10
1652400000,29029.74,31460,28630,31328.89,37732.23903002548,195243.91732,10,10
1652659200,31328.89,31328.9,28654.47,28715.32,36873.48483668972,189555.48764,14,14
1652918400,28715.33,30777.33,28691.38,29445.06,36166.01580462403,149381.74864,13,13
1653177600,29445.07,30670.51,28669,29654.58,35545.87906132651,159503.44716,14,14
1653436800,29654.58,30223.74,28019.56,28629.8,34887.2048650097,245117.56132,11,11
1653696000,28629.81,32222,28450,31734.22,34586.92059215163,158832.64651,13,13
1653955200,31734.23,32399,29301,30452.62,34193.177678613385,222790.17942,16,16
1654214400,30452.63,30699,29282.36,29919.21,33786.13313779306,102825.2765,10,10
1654473600,29919.2,31765.64,29218.96,30204.77,33445.05093419372,248054.0539,13,13
1654732800,30204.77,30700,28099.99,28424.7,32966.92227379432,188396.83525,11,11
1654992000,28424.71,28544.96,20846,22136.41,31935.444914385338,534287.280485,14,14
1655251200,22136.42,22995.73,20111.62,20468.81,30843.38444634864,387142.424387,7,7
1655510400,20468.81,21090,17622,20573.89,29865.337356220196,433791.473014,6,6
1655769600,20573.9,21723,19770.51,21110.13,29031.508084199224,279632.14144,9,9
1656028800,21110.12,21888,20736.72,21038.07,28270.228266656442,182140.1488,11,11
1656288000,21038.08,21539.85,19854.92,20123.01,27494.302717451068,205585.12829,12,12
1656547200,20123,20918.35,18626,19252.81,26709.398649122395,251871.5451,11,11
1656806400,19252.82,20750,18781,20175.83,26087.154015872642,221942.64988,11,11
1657065600,20175.84,22527.37,19761.25,21594.75,25659.306014360962,570535.7369,18,18
1657324800,21594.75,21980,19875.23,19963.61,25116.858774898014,508141.46748,24,24
1657584000,19963.61,20900,18910.94,20588.84,24685.61889157439,523565.92446,16,16
1657843200,20588.84,21684.54,20382.29,20798.16,24315.38471142445,382584.43133,15,15
1658102400,20799.58,24276.74,20762.45,23223.3,24211.37664366974,742475.668,20,20
1658361600,23223.3,23756.49,21934.57,22451.07,24043.72839189167,478553.89532,34,34
1658620800,22448.58,23014.64,20706.5,21254.67,23778.103783140083,473351.68246,30,30
1658880000,21254.67,24442.66,21042.53,23773.75,23777.68913712674,645298.77829,28,28
1659139200,23777.28,24668,22850,23268.01,23729.148266924196,423013.61913,42,42
1659398400,23266.9,23647.68,22400,22622.98,23623.798908169512,458876.76236,31,31
1659657600,22622.41,23472.86,22586.95,23174.39,23580.998059772417,348053.50933,31,31
1659916800,23174.39,24245,22664.69,23954.05,23616.52681598457,523057.49963,30,30
1660176000,23954.05,24918.54,23583,24441.38,23695.084262081276,576819.62032,41,41
1660435200,24443.06,25211.32,23671.22,23854.74,23710.28957045449,573070.64052,47,47
1660694400,23856.15,24446.71,20783.57,20834.39,23436.394373268347,638850.53524,41,41
1660953600,20834.39,21800,20761.9,21399.83,23242.435861528505,564464.41299,29,29
1661212800,21400.75,21900,20890.14,21559.04,23082.112446144838,545266.77511,28,28
1661472000,21559.04,21886.77,19520,19555.61,22746.25507032152,575702.03963,27,27
1661731200,19555.61,20576.25,19540,20050.02,22489.470777909948,744090.45839,24,24
1661990400,20048.44,20441.26,19565.66,19831.9,22236.368799061383,637915.5811,20,20
1662249600,19832.45,20180,18649.51,18790.61,21908.20129438887,724446.84668,20,20
1662508800,18790.61,21597.22,18510.77,21360.11,21856.00212349469,979127.80805,24,24
1662768000,21361.62,22488,21111.13,22395.74,21907.405730780913,984095.50481,28,28
1663027200,22395.44,22799,19497,19701.88,21697.35566118273,1105811.1956,34,34
1663286400,19701.88,20189,19320.01,19416.18,21480.100836308186,717358.78306,20,20
1663545600,19417.45,19956,18125.98,18461.36,21192.60170904074,1089644.83187,21,21
1663804800,18461.36,19550.17,18356.39,18920.5,20976.21107008448,1004705.20686,22,22
1664064000,18921.99,20385.86,18629.2,19079.13,20795.536682457387,1223691.41024,24,24
1664323200,19078.1,20185,18471.28,19422.61,20664.781760318587,1372133.34143,20,20
1664582400,19422.61,19719.1,18920.35,19629.08,20566.1434974311,666023.36203,20,20
1664841600,19629.08,20475,19490.6,19960.67,20508.479354818617,959373.92371,20,20
1665100800,19960.67,20068.82,19237.14,19439.02,20406.62608293113,437255.76436,23,23
1665360000,19439.96,19525,18860,19155.53,20287.474075032926,669809.20866,22,22
1665619200,19155.1,19951.87,18190,19069.39,20171.466067886933,865238.6517,20,20
1665878400,19068.4,19706.66,19063.74,19327.44,20091.08263285008,615021.57367,24,24
1666137600,19327.44,19360.16,18650,19164.37,20002.824286864357,678978.18375,23,23
1666396800,19164.37,19695,19070.11,19329.72,19938.7191166868,533629.25488,20,20
1666656000,19330.6,21020,19237,20295.11,19972.66110557377,1035506.94428,20,20
1666915200,20295.11,21085,20000.09,20627.48,20035.02480980484,734717.3321,30,30
1667174400,20627.48,20845.92,20048.04,20151.84,20046.150066013903,957216.32698,31,31
1667433600,20151.84,21480.65,20031.24,21299.37,20165.50434544115,1018501.5313,30,30
1667692800,21299.37,21365.27,17166.83,18547.23,20011.382979208658,1377719.938323,40,40
1667952000,18545.38,18587.76,15588,17070.31,19731.280790712597,1733928.158969,29,29
1668211200,17069.98,17190,15815.21,16619.46,19434.916905882827,732991.52631,21,21
1668470400,16617.72,17134.69,16378.61,16692.56,19173.74005770351,771994.23073,22,22
1668729600,16692.56,17011,16180,16280.23,18898.167671255556,474029.4722,23,23
1668988800,16279.5,16706,15476,16603.11,18679.590750183597,828572.768063,21,21
1669248000,16603.11,16812.63,16342.81,16458.57,18468.064964451827,570460.23545,20,20
1669507200,16457.61,16600,15995.27,16442.53,18275.156872599273,662827.12983,26,26
1669766400,16442.91,17324,16428.3,17092.74,18162.545741875532,738210.19557,29,29
1670025600,17092.13,17424.25,16858.74,16966.35,18048.622337887387,566864.99918,27,27
1670284800,16966.35,17299,16678.83,17224.1,17970.09640094573,675806.16021,25,25
1670544000,17224.1,17360,17058.21,17085.05,17885.806267522326,534282.52273,26,26
1670803200,17085.05,18387.95,16871.85,17803.15,17877.934242044008,777371.63293,27,27
1671062400,17804.01,17854.82,16527.32,16776.52,17773.037647563626,621906.67682,31,31
1671321600,16777.54,17061.27,16256.3,16895.56,17689.46834779566,540522.52275,26,26
1671580800,16896.15,16955.14,16559.85,16778.5,17602.709457529407,494467.24544,26,26
1671840000,16778.52,16944.52,16721,16919.39,17537.631413955176,350229.36954,29,29
1672099200,16919.39,16972.83,16465.33,16633.47,17451.520803102303,527785.62351,27,27
1672358400,16633.47,16677.35,16333,16542.4,17364.937869473513,279406.74038,28,28
1672531200,16541.77,16799.23,16499.01,16675.18,17299.24664380937,378355.52298,26,26
1672790400,16675.65,17041,16652.66,16950.65,17266.046963446573,591237.03918,29,29
1673049600,16950.31,17398.8,16908,17178.26,17257.686300261186,505893.99298,25,25
1673308800,17179.04,19117.04,17146.34,18846.62,17409.01331928393,938172.35412,26,26
1673568000,18846.62,21258,18714.12,20871.5,17738.773955542605,941071.85323,31,31
1673827200,20872.99,21650,20407.15,20677.47,18018.649769300453,919401.8462,45,45
1674086400,20677.47,23371.8,20659.19,22783.55,18472.44979127184,935910.47016,45,45
1674345600,22783.35,23180,22292.37,22632.89,18868.682192103093,840324.91478,53,53
1674604800,22631.94,23816.73,22300,23074.16,19269.203888093274,915801.13119,51,51
1674864000,23074.16,23960.54,22500,22826.15,19607.96066065582,746210.39759,52,52
1675123200,22827.38,24255,22714.77,23488.94,19977.57774059336,939616.97931,51,51
1675382400,23489.33,23715.7,22743,22932.91,20259.037955774944,707948.84116,60,60
1675641600,22932.91,23452,22628.13,22963,20516.558150463043,853434.63889,56,56
1675900800,22961.85,23011.39,21451,21862.55,20644.747850418942,918508.2223,55,55
1676160000,21862.02,22319.08,21351.07,22199.84,20792.851864664757,862124.82063,50,50
1676419200,22199.84,25250,22047.28,24569.97,21152.577401363353,1322563.04417,53,53
1676678400,24568.24,25192,23840.83,24842.2,21503.97002980494,864251.81752,60,60
1676937600,24843.89,25250,23574.69,23940.2,21735.99193172828,1153827.0367,60,60
1677196800,23940.2,24132.35,22722,23554.85,21909.21650965892,737218.12086,53,53
1677456000,23554.85,24000,23020.03,23628.97,22073.00255635807,863134.50221,50,50
1677715200,23629.76,23796.93,21971.13,22346.57,22099.056598609684,680527.03136,51,51
1677974400,22346.57,22662.09,21927,22197.96,22108.475970170668,651113.39655,47,47
